-4.48687 0.0134201
-4.48284 0.0141678
-4.46701 0.0161722
-4.46247 0.0166802
-4.43843 0.0134545
-4.43423 0.0198647
-4.43122 0.0152552
-4.42712 0.0266129
-4.42222 0.0358392
-4.41893 0.0147017
-4.41474 0.0169042
-4.40084 0.0384185
-4.40015 0.0422598
-4.39764 0.0302033
-4.39611 0.0174669
-4.39593 0.0301237
-4.39334 0.0152512
-4.39209 0.0331604
-4.39162 0.0107478
-4.39132 0.0219745
-4.39069 0.0292478
-4.38882 0.0397701
-4.3886 0.0155787
-4.38719 0.028895
-4.38685 0.0118879
-4.38354 0.00991618
-4.38291 0.0164652
-4.3823 0.04224
-4.37643 0.030107
-4.3639 0.0206024
-4.36231 0.0243814
-4.36144 0.080504
-4.35876 0.0113088
-4.35618 0.0177062
-4.35254 0.0232628
-4.35109 0.0144648
-4.34625 0.0402846
-4.34266 0.0304462
-4.34247 0.0198037
-4.33636 0.0335011
-4.3362 0.0177554
-4.3347 0.0287244
-4.33363 0.0459012
-4.33329 0.033263
-4.32783 0.028204
-4.32628 0.0146222
-4.32435 0.0289059
-4.32069 0.0257003
-4.32045 0.015648
-4.31998 0.018185
-4.31923 0.0142001
-4.31807 0.0222204
-4.31779 0.0115742
-4.3166 0.0133858
-4.31386 0.0299483
-4.31352 0.0230493
-4.31289 0.0192824
-4.31284 0.0751824
-4.31209 0.0688637
-4.31141 0.0241007
-4.31141 0.0438626
-4.31085 0.030091
-4.30968 0.0383814
-4.30872 0.0112975
-4.30284 0.0346309
-4.30199 0.0266481
-4.30127 0.0814089
-4.29952 0.0417482
-4.29672 0.0205825
-4.29314 0.0992688
-4.28896 0.0304365
-4.28701 0.0124751
-4.28678 0.027353
-4.28586 0.0411621
-4.28539 0.0380708
-4.28442 0.0232956
-4.28293 0.0497925
-4.28256 0.019146
-4.28215 0.0480711
-4.28117 0.0910588
-4.28025 0.0481355
-4.27952 0.0298509
-4.27807 0.0337849
-4.27473 0.0125958
-4.27435 0.0202166
-4.27395 0.0214148
-4.27337 0.0772414
-4.27008 0.0473117
-4.26782 0.0339115
-4.26493 0.024811
-4.26391 0.0416125
-4.26376 0.16675
-4.26066 0.0667097
-4.2597 0.132587
-4.25939 0.112212
-4.25766 0.0384715
-4.25735 0.0270852
-4.25511 0.0450731
-4.25384 0.0415693
-4.24978 0.08636
-4.24881 0.13088
-4.24666 0.0544513
-4.24528 0.0415766
-4.2438 0.0598334
-4.24352 0.0678861
-4.24351 0.104203
-4.24336 0.0287867
-4.24089 0.0626821
-4.24074 0.0138253
-4.2385 0.0190902
-4.23655 0.0402779
-4.23648 0.0169394
-4.23608 0.0950344
-4.23597 0.068006
-4.23531 0.017758
-4.23427 0.030719
-4.23368 0.062813
-4.23236 0.0297784
-4.23168 0.0319541
-4.23116 0.0259556
-4.2297 0.0219958
-4.22944 0.0747766
-4.22892 0.0183984
-4.22804 0.0443798
-4.22799 0.0386535
-4.2235 0.159486
-4.22256 0.16448
-4.21939 0.0891804
-4.21842 0.0310848
-4.21827 0.0542411
-4.2176 0.0567262
-4.21636 0.0245097
-4.21577 0.087062
