-5.39 0
-5.17 0
-4.95 0
-4.73 0
-4.51 0.021827
-4.29 0.0454586
-4.07 0.10039
-3.85 0.150319
-3.63 0.182517
-3.41 0.202956
-3.19 0.214285
-2.97 0.218255
-2.75 0.21542
-2.53 0.21991
-2.31 0.224157
-2.09 0.227568
-1.87 0.231279
-1.65 0.232344
-1.43 0.236644
-1.21 0.236456
-0.99 0.236953
-0.77 0.235774
-0.55 0.236668
-0.33 0.234758
-0.11 0.235258
0.11 0.235912
0.33 0.235253
0.55 0.236255
0.77 0.241427
0.99 0.238088
1.21 0.237214
1.43 0.235271
1.65 0.235816
1.87 0.234097
2.09 0.233756
2.31 0.226737
2.53 0.224242
2.75 0.216541
2.97 0.21123
3.19 0.206046
3.41 0.197649
3.63 0.183625
3.85 0.164443
4.07 0.108216
4.29 0.0507117
4.51 0.0194555
4.73 0
4.95 0
5.17 0
5.39 0
