# 100 0.1
# 100 0.1
-4.95 -4.95 10.0571
-4.85 -4.95 10.5529
-4.75 -4.95 10.9701
-4.65 -4.95 11.2972
-4.55 -4.95 11.5249
-4.45 -4.95 11.6463
-4.35 -4.95 11.6573
-4.25 -4.95 11.5568
-4.15 -4.95 11.3466
-4.05 -4.95 11.0317
-3.95 -4.95 10.62
-3.85 -4.95 10.1219
-3.75 -4.95 9.5505
-3.65 -4.95 8.92039
-3.55 -4.95 8.2478
-3.45 -4.95 7.54982
-3.35 -4.95 6.84388
-3.25 -4.95 6.14729
-3.15 -4.95 5.47664
-3.05 -4.95 4.84735
-2.95 -4.95 4.27323
-2.85 -4.95 3.76611
-2.75 -4.95 3.33548
-2.65 -4.95 2.9883
-2.55 -4.95 2.72882
-2.45 -4.95 2.55848
-2.35 -4.95 2.47596
-2.25 -4.95 2.47727
-2.15 -4.95 2.55589
-2.05 -4.95 2.70309
-1.95 -4.95 2.90823
-1.85 -4.95 3.15914
-1.75 -4.95 3.44255
-1.65 -4.95 3.74458
-1.55 -4.95 4.05115
-1.45 -4.95 4.3485
-1.35 -4.95 4.62358
-1.25 -4.95 4.86445
-1.15 -4.95 5.06062
-1.05 -4.95 5.20331
-0.95 -4.95 5.28565
-0.85 -4.95 5.3028
-0.75 -4.95 5.25195
-0.65 -4.95 5.13235
-0.55 -4.95 4.94514
-0.45 -4.95 4.69323
-0.35 -4.95 4.38108
-0.25 -4.95 4.01443
-0.15 -4.95 3.60007
-0.05 -4.95 3.14551
0.05 -4.95 2.65876
0.15 -4.95 2.14801
0.25 -4.95 1.62139
0.35 -4.95 1.08676
0.45 -4.95 0.5515
0.55 -4.95 0.0223723
0.65 -4.95 -0.494617
0.75 -4.95 -0.994292
0.85 -4.95 -1.47236
0.95 -4.95 -1.92542
1.05 -4.95 -2.35095
1.15 -4.95 -2.7473
1.25 -4.95 -3.11357
1.35 -4.95 -3.44962
1.45 -4.95 -3.75591
1.55 -4.95 -4.03346
1.65 -4.95 -4.28373
1.75 -4.95 -4.50852
1.85 -4.95 -4.70988
1.95 -4.95 -4.89002
2.05 -4.95 -5.05117
2.15 -4.95 -5.19555
2.25 -4.95 -5.3252
2.35 -4.95 -5.44197
2.45 -4.95 -5.54738
2.55 -4.95 -5.64258
2.65 -4.95 -5.72831
2.75 -4.95 -5.80481
2.85 -4.95 -5.87186
2.95 -4.95 -5.92874
3.05 -4.95 -5.97426
3.15 -4.95 -6.00687
3.25 -4.95 -6.02467
3.35 -4.95 -6.02553
3.45 -4.95 -6.00726
3.55 -4.95 -5.96768
3.65 -4.95 -5.90481
3.75 -4.95 -5.81697
3.85 -4.95 -5.70295
3.95 -4.95 -5.56209
4.05 -4.95 -5.39438
4.15 -4.95 -5.20052
4.25 -4.95 -4.98193
4.35 -4.95 -4.74072
4.45 -4.95 -4.4797
4.55 -4.95 -4.20219
4.65 -4.95 -3.912
4.75 -4.95 -3.61325
4.85 -4.95 -3.31022
4.95 -4.95 -3.00722
-4.95 -4.85 10.2161
-4.85 -4.85 10.7224
-4.75 -4.85 11.1485
-4.65 -4.85 11.4825
-4.55 -4.85 11.7149
-4.45 -4.85 11.8383
-4.35 -4.85 11.8485
-4.25 -4.85 11.7441
-4.15 -4.85 11.5268
-4.05 -4.85 11.2018
-3.95 -4.85 10.777
-3.85 -4.85 10.2632
-3.75 -4.85 9.67363
-3.65 -4.85 9.02349
-3.55 -4.85 8.32952
-3.45 -4.85 7.60946
-3.35 -4.85 6.88145
-3.25 -4.85 6.16352
-3.15 -4.85 5.47303
-3.05 -4.85 4.82617
-2.95 -4.85 4.23745
-2.85 -4.85 3.71934
-2.75 -4.85 3.28192
-2.65 -4.85 2.93259
-2.55 -4.85 2.67589
-2.45 -4.85 2.51344
-2.35 -4.85 2.44391
-2.25 -4.85 2.46312
-2.15 -4.85 2.56423
-2.05 -4.85 2.73803
-1.95 -4.85 2.97321
-1.85 -4.85 3.25688
-1.75 -4.85 3.57493
-1.65 -4.85 3.91256
-1.55 -4.85 4.25479
-1.45 -4.85 4.58694
-1.35 -4.85 4.89507
-1.25 -4.85 5.16646
-1.15 -4.85 5.38989
-1.05 -4.85 5.55601
-0.95 -4.85 5.65746
-0.85 -4.85 5.68908
-0.75 -4.85 5.64788
-0.65 -4.85 5.53305
-0.55 -4.85 5.3458
-0.45 -4.85 5.08922
-0.35 -4.85 4.76805
-0.25 -4.85 4.38838
-0.15 -4.85 3.95742
-0.05 -4.85 3.48314
0.05 -4.85 2.97403
0.15 -4.85 2.43877
0.25 -4.85 1.88599
0.35 -4.85 1.32401
0.45 -4.85 0.760689
0.55 -4.85 0.203199
0.65 -4.85 -0.342048
0.75 -4.85 -0.869512
