# Multiple scattering paths in the plane
# There are 10 different trajectories, each with the (x,y) coordinates of the scattering events
# Typical scattering angle  = 1
# Length of each trajectory = 100
           0            0
 -0.89082531  -0.25424051
  -1.2207343  -0.58176921
 -0.33618359   -1.5389597
   4.5246286   -2.5730148
   5.6826267   -2.8223182
   5.8553749   -3.5693581
   5.7390202   -3.6095967
   5.7583025   -3.6396962
   5.7970868   -6.0843761
   4.7182214   -5.9025659
   4.0710881    -5.269584
   4.3012972   -4.8887939
   4.0345205   -3.5419123
 -0.22298842  0.010525443
 -0.12556322   0.69268492
  -0.1573706   0.86990968
 -0.22968522    1.0564461
  0.11929036    1.3623278
 -0.88720389    2.5805746
  -0.9033032    2.5776656
  -1.7073072    3.3261838
  -1.7801973    3.5390124
   -1.525706    4.6405609
   -1.026043     6.371439
  0.25692893    7.6921219
  0.35328827    7.7696035
  0.42867444    8.3445124
   1.9987176    11.361326
   2.0987415    11.274433
   1.9203284    10.955345
   1.9827255      10.7435
   2.7565398    9.4262496
   4.3272122    10.041025
   4.4185384    10.191066
   4.3784089    10.307559
   4.1686214    10.334113
   3.2682464    12.397163
   2.3340406    12.034477
   2.2120253    11.578547
   1.9093674    11.411286
   2.4291343    11.108403
   3.9240954    10.057902
   4.2634561    9.7959918
   4.4945833    9.6457995
   5.0576024    9.4168017
   5.5323006    9.4030413
   5.6180119    9.3068602
   6.2307551    9.6660144
   6.2264071    10.417716
   6.2410349    10.446756
   6.0943678    10.757329
    6.718952    14.583776
   6.9753181    17.098263
   6.5109944    17.485438
    5.686796    17.299075
    5.722608    19.587028
   4.6890258    20.189636
   3.7203324    21.082531
   1.8568682    21.836171
   1.5507002    22.033291
   1.2037687    22.229706
  -1.0726627    22.700384
  -1.1643842    22.779231
  -1.3149178    22.898907
  -2.5876439    23.148246
  -2.9872292    22.942666
  -2.1314566    21.493331
  -2.1026101     21.46454
  -1.8532131    21.078682
  -1.7756365    21.029944
   -1.385507    21.094725
  -1.2797083     20.47384
-0.080626541     19.24356
   1.0963507     18.83528
